,Unnamed: 0,initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
20321,20321,39,243,1,3,1,59592.13324530402,0.06,60476.99,85963.99421326243
20322,20322,55,171,1,3,1,-265671.6639235019,0.1,6084.0,-254638.97726110189
20323,20323,43,220,1,3,1,103787.59490556452,0.13,154785.84,181849.15402017575
20324,20324,51,221,1,1,1,100367.43097207932,0.32,38771.6,154249.89913771133
20326,20326,38,297,2,3,1,96881.79616509394,0.15,42383.93,131806.07477236594
20327,20327,35,306,2,1,5,-146643.88424568047,0.05,91239.03,-117347.02020957648
20328,20328,49,213,1,3,1,84813.01173643545,0.15,49602.86,123130.84003497947
20329,20329,43,256,3,1,3,25798.770655058208,0.03,84545.37,48747.5640153478
20330,20330,56,233,3,1,3,-75447.10379718493,0.18,121837.25,8282.32210769508
20331,20331,54,276,1,1,1,90432.11356517149,0.3,159147.17,255059.2271735075
20332,20332,55,285,1,4,1,1814.605085508924,0.19,61150.87,53226.758541129726
20333,20333,57,249,1,1,1,109530.5517260054,0.26,55719.7,169932.2648981974
20334,20334,47,323,1,2,1,176861.57678814235,0.0,163425.61,191861.57678814235
20335,20335,42,203,2,1,5,98546.46568589642,0.12,35875.85,127038.37982736842
20336,20336,51,480,2,2,5,90011.41350877496,0.25,118500.45,197854.62007657497
20337,20337,49,282,1,1,1,215910.0665280924,0.14,174170.63,307327.6115780476
20338,20338,54,225,1,1,1,4682.140028189243,0.21,63136.02,61233.63168288044
20339,20339,42,316,1,1,1,-66362.14380329564,0.12,46560.41,-33852.06239444444
20340,20340,51,225,3,1,2,-53753.22075288737,0.22,100255.03,30369.205740690228
20341,20341,46,313,1,1,1,119540.91477750232,0.22,18683.66,147422.6616083695
20342,20342,51,322,3,4,3,-80740.40465558814,0.3,21456.51,-45567.405918580145
20343,20343,35,253,1,2,1,50691.64412536099,0.12,42969.09,81851.12948994979
20344,20344,45,263,3,2,5,59923.52152844913,0.12,26277.64,84805.81456737393
20345,20345,35,343,1,1,1,304168.999433848,0.26,69526.78,375821.0439234288
20346,20346,35,292,1,1,1,141050.42405658137,0.19,107193.59,219878.615683927
20347,20347,40,329,1,4,1,37007.67590179056,0.08,64732.6,68237.10194287857
20348,20348,54,272,3,4,5,-272625.25950733124,0.25,41508.27,-225104.19409465123
20349,20349,41,285,3,2,5,126098.07037703734,0.22,25822.73,158901.96267339893
20350,20350,58,227,3,2,3,-67987.26280844562,0.01,28404.34,-52097.08897162323
20352,20352,43,324,1,1,1,37160.13280701627,0.13,131119.41,105579.71191572507
20353,20353,46,278,1,1,1,-32960.27237347514,0.05,89169.0,-3987.77541427514
20354,20354,44,306,1,1,1,117154.72452566776,0.17,22081.84,143919.24699044856
20355,20355,38,317,3,2,5,-38537.94891159477,0.19,37751.45,-1058.929552226772
20356,20356,41,403,1,4,1,38627.3253537085,0.25,99685.54,131729.3509750685
20357,20357,41,309,1,1,1,158333.11768717942,0.14,148116.19,238319.25009051702
20358,20358,40,309,1,1,1,179924.30112552774,0.01,5801.48,188808.33579578053
20359,20359,52,223,1,1,1,-105625.23391807268,0.17,19474.28,-80249.93889983908
20362,20362,44,287,3,2,5,82735.0121744374,0.04,39962.28,102744.58129180061
20363,20363,58,230,3,1,1,67006.81696966314,0.09,45885.76,94949.09013328554
20364,20364,35,398,1,1,1,369157.1625745975,0.12,174696.74,449855.7708828343
20365,20365,43,290,3,2,3,287746.0587213072,0.26,158518.43,431910.578475832
20366,20366,45,309,1,4,1,-55603.10393750322,0.33,24985.31,-14763.324319050414
20367,20367,58,263,3,2,5,-25552.183762709174,0.22,158246.47,98553.36426259324
20368,20368,45,324,1,1,1,-149057.56951890036,0.07,37410.66,-125850.58652785716
20369,20369,37,297,1,2,1,67231.51818490314,0.17,58028.88,113147.51351708874
20370,20370,54,255,3,2,3,108045.40555187094,0.33,23365.25,147209.72093279092
20371,20371,60,284,3,2,4,-116050.72145549372,0.1,106691.93,-67614.15342184572
20372,20372,42,311,1,1,1,90992.38043786856,0.1,4219.19,98643.43258105255
20373,20373,42,293,1,1,1,269063.8814864895,0.07,75790.09,300690.3718910863
20374,20374,38,287,3,1,3,-104933.2994241361,0.13,114811.82,-43157.6229540785
20375,20375,43,287,2,1,3,-1666.6428896342748,0.31,92201.66,102909.12858583133
20376,20376,49,291,3,1,3,110451.47688592396,0.25,132232.71,229053.68944756396
20377,20377,41,324,1,1,1,70076.72164476951,0.07,13146.55,87960.7528872255
20378,20378,53,213,1,1,1,4524.397463343063,0.01,16884.45,20053.54532029506
20379,20379,42,389,1,4,1,432494.919318578,0.02,258338.21,463687.22764846915
20380,20380,43,230,1,2,1,86227.6363259805,0.11,10270.48,104768.20929700129
20381,20381,45,249,1,2,1,89552.41197676961,0.16,53066.84,131161.704821928
20382,20382,36,329,1,4,1,233174.62407801623,0.22,15834.0,259091.62745529626
20383,20383,60,249,1,2,1,115221.5457608236,0.03,55584.65,135447.5078312956
20384,20384,60,249,1,2,1,-201322.1559691566,0.16,69085.3,-151680.7305706286
20385,20385,58,268,1,1,1,21622.430019793894,0.05,153585.79,60688.83183826589
20386,20386,42,301,1,1,1,-75877.25810673571,0.05,81629.75,-48086.137496935706
20387,20387,52,266,1,1,1,-33186.78051842042,0.15,33995.21,-2205.958651436419
20388,20388,39,300,1,1,1,-201370.90246317183,0.13,110247.11,-141454.94216292704
20389,20389,44,213,1,1,1,447166.41596237046,0.19,18157.49,472978.2541626921
20390,20390,49,263,1,2,1,-16162.928547797774,0.31,52872.57,50203.83911821342
20391,20391,45,237,3,2,5,59925.96857266476,0.29,88032.82,154933.84346872556
20392,20392,51,237,2,2,5,75904.1544553561,0.01,14327.66,91353.1741500537
20393,20393,36,282,3,1,3,-2964.5388982724194,0.12,50678.61,31094.28353880278
20394,20394,37,272,3,1,3,-75288.68647907741,0.18,35896.9,-40038.94078336541
20395,20395,48,239,1,1,1,10000.367328418102,0.33,20760.41,46470.7600987589
20396,20396,43,263,1,2,1,-80153.55458272232,0.31,145373.43,76079.66339062648
20397,20397,58,223,1,4,1,61128.56837873634,0.27,57116.85,124458.71753256835
20398,20398,49,298,1,4,1,-116888.56408065357,0.22,12765.94,-93086.88351388875
20399,20399,53,323,2,2,3,-36052.89468090843,0.26,80252.74,44338.91257509799
20400,20400,40,306,2,2,3,266584.5995367608,0.34,125195.52,414985.2135734456
20401,20401,41,315,1,1,1,162943.9126822665,0.14,30308.36,191241.7371529609
20402,20402,53,254,3,2,5,36633.10977075215,0.29,67461.39,112944.81660275375
20403,20403,57,218,3,2,5,-86432.65413960288,0.34,46843.26,-21519.36932334047
20404,20404,38,252,1,2,1,83261.06025805621,0.24,24238.62,116492.00837205302
20405,20405,41,298,3,1,3,147640.06389838996,0.08,26946.1,169395.85212635796
20406,20406,48,266,1,1,1,57797.35133325042,0.05,67939.42,83443.24104110643
20407,20407,56,278,1,1,1,11841.447451384816,0.33,30411.44,58292.92463857201
20408,20408,44,301,3,1,3,111955.01484211012,0.08,40138.18,137018.2538242285
20409,20409,55,218,1,2,1,-29653.029272626984,0.08,105161.62,11712.553666278616
20410,20410,45,307,1,1,1,-24904.773290534074,0.15,31825.42,5056.051127433924
20411,20411,55,269,3,2,3,58602.53670519219,0.2,61108.8,111904.75035255219
20412,20412,51,321,2,2,5,-16129.175503922825,0.26,60316.67,48018.256209488376
20413,20413,50,335,2,2,5,12823.031592327405,0.2,59248.62,64959.30822599141
20414,20414,55,229,1,2,1,27731.31183356475,0.01,60267.35,44620.05201146075
20415,20415,49,251,1,4,1,97934.27933293786,0.31,83480.74,194037.50121465628
20416,20416,41,190,3,2,5,-28559.726924194027,0.08,131778.11,19479.00611108277
20418,20418,42,207,3,2,5,27426.01920888805,0.07,116054.58,67885.55304476965
20419,20419,43,264,3,1,3,-350.1632183444055,0.12,76035.51,43244.6874297388
20420,20420,48,205,1,1,1,139137.75884856956,0.27,37589.37,185944.48241085594
20421,20421,35,201,3,2,3,-8785.937777600147,0.14,143322.46,69096.94060275826
20422,20422,60,264,1,1,1,-86745.88877712245,0.2,192607.95,48978.30890111757
20423,20423,42,256,1,1,1,128159.5418333934,0.07,46525.41,153366.0778453566
20424,20424,51,218,3,2,2,86342.7351431245,0.13,13367.46,106788.79447905731
20425,20425,41,264,1,1,1,148257.53513740172,0.33,193119.18,362981.1747999201
20426,20426,58,188,3,2,3,-10038.72990946743,0.29,40729.91,41978.30014600297
20427,20427,57,238,3,2,5,-11572.314645690923,0.18,69821.23,42814.43328133947
20428,20428,38,227,3,3,3,-106855.03348215448,0.3,1674.98,-102767.77944577046
20429,20429,59,204,3,2,5,-5729.942606721667,0.24,40559.3,39776.517490430335
20430,20430,56,204,3,2,2,-155127.03121496225,0.03,44467.4,-135946.29164437024
20431,20431,52,183,1,1,1,-5472.92438591164,0.31,39517.78,47919.39556253316
20432,20432,52,183,1,1,1,21780.32688095248,0.02,28290.5,38553.53920911249
20433,20433,45,283,1,4,1,-334649.7145445741,0.23,125639.74,-229087.92657474685
20434,20434,37,233,1,1,1,79582.76399694379,0.18,67709.09,132778.03583902697
20435,20435,39,268,1,2,1,104793.49743480788,0.22,53360.25,156583.57129248788
20436,20436,50,193,1,1,1,15946.757340657325,0.1,51846.31,47195.05907827333
20437,20437,46,229,2,2,1,-36712.96468715739,0.12,6242.18,-25002.183572699796
20438,20438,44,229,3,3,1,-127335.49064842574,0.04,118615.66,-97466.13516691534
20439,20439,48,213,1,2,1,147367.99273866412,0.07,44324.65,172091.73588123213
20440,20440,46,205,3,1,2,75807.13337110002,0.03,36161.7,94206.986974636
20441,20441,48,205,2,1,3,40779.45790768664,0.23,48601.04,90811.34415317787
20442,20442,51,218,1,2,1,1810.771128716648,0.14,24615.51,27610.85174134705
20443,20443,44,258,3,1,4,-72979.0426707315,0.2,22245.56,-44035.810405899516
20444,20444,54,208,3,2,3,-160264.2856106903,0.02,35766.47,-143022.4890521719
20445,20445,42,284,1,4,1,447978.9874916076,0.14,9199.98,465815.4582845868
20446,20446,53,229,1,2,1,-201399.4115128477,0.33,108671.24,-74011.73681663649
20447,20447,40,251,3,4,5,-129016.41705142896,0.34,97631.36,-9986.469548222543
20448,20448,55,239,1,1,1,-116183.16102010023,0.24,64323.13,-52802.863562577026
20449,20449,57,145,2,1,4,230970.9565560932,0.3,199909.17,433921.7199340293
20451,20451,43,253,1,1,1,-154424.7280832364,0.15,220890.12,-35586.40321638841
20452,20452,51,219,1,4,1,25476.186804842782,0.13,137638.52,96551.72747075638
20453,20453,46,230,1,1,1,-82576.52781266738,0.26,103054.46,16394.653547518228
20454,20454,51,176,1,3,1,-46342.176800982255,0.29,101081.63,60524.99736576495
20455,20455,44,328,1,1,1,53508.43959471188,0.04,40599.72,73597.91655862868
20456,20456,56,321,1,1,1,111018.45750439168,0.16,48397.37,150286.3391281229
20458,20458,48,330,1,1,1,230622.91036409565,0.22,50673.96,280560.8788155389
20459,20459,44,328,2,1,5,-132641.02341561008,0.3,58074.28,-63040.700385786084
20460,20460,47,328,3,1,3,64451.31246776483,0.24,40113.5,109622.46648440484
20461,20461,46,215,3,2,5,-16559.725397476974,0.01,46267.77,-109.72309704977397
20462,20462,57,221,1,2,1,-29953.48098939282,0.08,39627.31,-5018.324718020023
20463,20463,53,277,2,2,5,-105886.93376980202,0.0,22376.77,-90886.93376980202
20464,20464,51,330,3,1,3,-158114.44666029472,0.11,15229.67,-137864.2774413715
20465,20465,41,246,2,1,3,-18426.80329731749,0.34,154341.26,161029.71124246495
20466,20466,60,329,3,1,3,143587.06153576242,0.26,115370.42,252593.5748047736
20467,20467,44,193,1,3,1,-179559.54495526402,0.35,56668.36,-102401.290242528
20468,20468,39,238,1,3,1,95653.59752083766,0.29,46278.37,152713.29795249048
20470,20470,58,340,3,1,5,223693.9556155641,0.09,68849.22,258113.1700372569
20471,20471,53,345,1,1,1,46199.1606657841,0.02,18071.43,62331.8547667537
20472,20472,46,196,3,1,3,-190203.1715587335,0.35,27707.0,-144811.98389553349
20473,20473,47,196,2,1,3,-215716.0856257368,0.15,42877.31,-180559.87381691282
20474,20474,51,345,3,1,2,-376543.85651713616,0.31,7621.24,-357707.8082129378
20475,20475,54,162,2,2,3,-103888.78761341186,0.25,21590.2,-71973.21135661185
20476,20476,54,701,2,3,3,-43788.5742872876,0.16,174285.49,58603.3571348948
20477,20477,46,162,3,2,4,-29124.7953656562,0.32,80188.94,66293.44651205261
20479,20479,44,458,3,1,3,-95420.28138823793,0.11,17084.53,-74530.68079112913
20480,20480,49,220,1,1,1,57494.15499391784,0.27,142302.75,192905.43699739786
20481,20481,40,241,1,1,1,139893.33512436523,0.35,17448.08,174031.74323937323
20482,20482,58,427,3,1,3,-106113.7499023728,0.02,46030.12,-88228.64089932639
20483,20483,54,409,3,1,3,-186730.4171208345,0.24,104198.59,-93358.0061567769
20484,20484,58,387,1,1,1,547074.046948917,0.13,100852.45,603162.513035533
20485,20485,36,202,1,3,1,165671.27423640052,0.3,56330.23,233631.87494198454
20486,20486,43,282,2,1,5,-6343.475633872519,0.2,68322.25,51480.03614132749
20487,20487,55,427,1,1,1,75935.98079775753,0.2,42017.9,117272.26268863754
20488,20488,53,409,3,1,3,-21478.47914074752,0.29,37601.49,27695.31317699808
20489,20489,48,453,1,1,1,-47477.14997735371,0.31,76201.79,41554.42523573269
20490,20490,54,404,3,1,3,-3594.4487884975333,0.35,30604.87,44975.347565414464
20492,20492,45,513,2,1,3,94841.72203187844,0.34,196401.53,319115.0626413857
20493,20493,53,404,3,1,3,-220583.6055835978,0.11,102067.16,-170397.69139800422
20494,20494,43,646,2,1,5,164225.037562488,0.32,7940.6,184099.24386699995
20495,20495,49,423,1,1,1,-148344.92300581263,0.03,25020.99,-130992.49756631345
20496,20496,48,423,3,1,1,-17421.740933577785,0.27,50006.67,39892.03897176462
20497,20497,54,423,2,1,3,77146.87881952459,0.04,33594.57,96358.20811262539
20498,20498,40,215,3,2,4,-192452.29424518245,0.09,59928.22,-160549.28569852965
20499,20499,48,226,1,1,1,73207.3442194138,0.15,49292.12,111379.09662706181
20500,20500,58,411,1,1,1,-37788.036146443024,0.06,40008.24,-15265.040328484622
20501,20501,55,411,3,1,3,126489.14914426356,0.29,32304.32,170848.65385128435
20502,20502,37,231,1,1,1,36280.51702079719,0.24,35700.0,78132.08066879719
20503,20503,45,423,1,1,1,-126931.10394026928,0.08,97563.46,-87470.49277398449
20504,20504,45,423,1,1,1,4169.796136209742,0.01,129720.22,23235.14481006894
20505,20505,59,411,1,1,1,380269.4971161291,0.1,72300.62,417928.0487001611
20506,20506,48,175,2,1,3,232588.52045422443,0.05,12386.4,249529.42969774443
20507,20507,45,175,3,1,3,-67985.91113899254,0.04,110265.87,-39163.26395641974
20508,20508,39,207,3,2,5,134629.5174666349,0.13,86893.54,185030.9605791821
20509,20509,35,220,1,2,1,-248135.730171592,0.32,51428.89,-181559.77823205918
20510,20510,54,143,1,3,1,113177.879723683,0.06,48094.09,137221.30772597739
20512,20512,37,228,3,1,4,42940.17163039,0.27,149493.39,184435.9051348108
20513,20513,36,228,1,1,1,-12690.137961464992,0.15,43473.89,22746.52037819101
20514,20514,47,215,1,2,1,-39617.67575854658,0.18,38156.83,-3093.084385628181
20515,20515,60,329,1,1,1,-143257.85243537324,0.26,68553.78,-72398.63107507245
20516,20516,39,321,2,1,5,57897.617276213045,0.02,112728.0,79963.26402437304
20517,20517,56,321,3,1,3,-38508.476967980816,0.06,25289.8,-18753.080088812814
20518,20518,56,321,1,1,1,88179.3176372351,0.03,56930.07,108531.7735129007
20519,20519,52,176,1,1,1,35100.08109531594,0.07,94943.48,70928.35639092553
20521,20521,60,321,2,1,3,111931.95793277767,0.18,18722.37,137493.40561547526
20522,20522,58,321,3,1,3,-122613.80067659864,0.03,78972.75,-100188.93434927864
20523,20523,38,228,3,1,3,-195958.1101745529,0.0,7732.19,-184359.82517455288
20524,20524,53,330,1,1,1,-140361.47084136296,0.14,41973.1,-106945.72956433895
20525,20525,38,259,2,1,3,-114978.05876240876,0.25,60260.09,-52765.24240884876
20526,20526,43,298,2,1,5,134573.0417879508,0.12,77025.34,178540.14010053957
20527,20527,41,244,3,1,3,-230471.47371587585,0.1,114980.36,-179437.36476617988
20528,20528,46,194,3,2,3,139793.55562023283,0.3,28349.41,181447.12659356082
20529,20529,39,189,1,2,1,130528.0368283372,0.06,40616.9,153165.4827354412
20530,20530,35,223,3,1,3,55450.69743444131,0.2,64872.93,111112.21958493732
20531,20531,40,223,1,1,1,-137388.93291938887,0.12,58544.83,-100371.84287728327
20532,20532,43,458,3,1,3,157343.09951595814,0.31,29783.64,201278.50621414054
20533,20533,54,184,3,1,3,168463.3924937683,0.23,69565.76,233606.7596089811
20534,20534,54,345,1,1,1,27054.25895968456,0.15,26675.05,54593.94388420456
20535,20535,52,208,3,2,4,-242657.751686766,0.29,46359.13,-185524.65322041878
20536,20536,50,345,3,1,3,66702.42664784547,0.06,158549.86,111515.53349078307
20537,20537,44,382,3,2,1,-286717.1718841193,0.09,28474.26,-263685.8861202569
20538,20538,39,223,3,1,5,262307.2960354799,0.18,48578.06,304710.5916234288
20539,20539,43,223,2,1,5,116247.55322793328,0.09,96768.4,158541.4907459493
20540,20540,54,416,3,1,5,26172.21274493016,0.02,42318.83,43824.70284122776
20541,20541,60,172,1,1,1,-58281.66947268236,0.16,21433.93,-32534.059096925565
20542,20542,58,204,3,2,2,-61112.193629448135,0.06,20757.67,-42209.00107210093
20544,20544,37,502,2,1,1,47805.93664675605,0.22,53302.18,99555.97321846164
20546,20546,53,228,1,1,1,26277.670215370144,0.07,20668.4,45811.81121293815
20547,20547,56,218,1,1,1,-151915.18420622594,0.12,40144.84,-121817.82109139711
20548,20548,55,425,3,1,5,-29896.77932198149,0.24,129147.67,82240.94843700732
20549,20549,50,409,1,1,1,47037.02856649589,0.24,139917.68,167275.3616197311
20550,20550,60,382,1,1,1,-186971.83287271863,0.01,124691.82,-168064.0710366834
20551,20551,60,454,2,1,5,412314.5942201311,0.17,27239.75,441827.0918566511
20552,20552,52,215,1,4,1,7968.976641905961,0.19,91778.74,77618.42913282757
20553,20553,47,423,1,1,1,-241457.4815042278,0.01,97325.84,-223407.35196716542
20554,20554,37,449,1,1,1,27204.79639983492,0.19,110168.77,107804.55253179172
20555,20555,57,219,1,1,1,7717.026563100881,0.31,44238.45,65695.57258525287
20556,20556,49,226,1,1,1,-35264.88302760536,0.0,98703.13,-20264.883027605363
20557,20557,43,252,1,1,1,-98177.023686617,0.29,110522.29,17270.213509080597
20559,20559,41,646,2,1,3,83013.19436158257,0.28,40830.96,133842.44668997938
20560,20560,44,252,3,1,3,24577.143210527032,0.22,16689.45,51083.95020907104
20561,20561,55,416,3,1,5,-84644.80956678091,0.28,32338.53,-41267.68222763851
20562,20562,57,411,1,1,1,-192712.83507725992,0.04,103232.96,-164771.81548803754
20563,20563,36,360,3,2,5,-79959.0706793466,0.3,20637.67,-45555.92958861059
20564,20564,35,433,3,1,5,157730.34329954683,0.14,93203.09,213623.29596826044
20565,20565,49,152,1,1,1,121921.4646416323,0.31,115358.21,248994.2912781459
20566,20566,35,212,1,3,1,-41262.76724631933,0.14,44657.11,-6669.413790424927
20567,20567,51,183,1,3,1,648015.8630561172,0.32,45435.88,708581.6678636948
20568,20568,37,242,2,3,4,-43432.44872693832,0.34,81600.07,58515.5462447385
20569,20569,43,188,3,3,2,-337835.4293385261,0.32,17893.21,-304891.0533466669
20570,20570,37,237,1,1,1,62367.790496564456,0.2,196927.61,200799.49577115645
20571,20571,36,197,3,2,5,36020.52939337252,0.26,86168.89,121232.95387064292
20572,20572,55,203,2,1,5,639665.4932127533,0.22,52931.71,691160.1033450766
20573,20573,52,203,2,1,5,628580.2145860804,0.32,58513.89,702261.4262248132
20574,20574,46,246,1,1,1,-82862.87031139135,0.06,48791.91,-58688.22691592576
20575,20575,46,182,3,1,3,-242078.8870531064,0.32,66218.14,-160671.39495741358
20576,20576,44,212,3,2,3,-171592.80933191924,0.07,28338.07,-150376.13048987286
20577,20577,35,258,1,1,1,89689.0829471133,0.33,73187.35,180379.35834728135
20578,20578,46,230,3,1,3,40042.9889772696,0.3,71864.7,122608.80011502957
20579,20579,35,257,1,1,1,146790.49745611005,0.27,47210.71,201738.44024284126
20580,20580,41,263,1,1,1,161635.63982594138,0.04,14308.13,178429.27037392856
20581,20581,52,263,1,1,1,298544.8731816005,0.17,69727.53,350693.54797947407
20582,20582,48,217,1,2,1,68454.81059623511,0.28,8669.44,89066.4222286703
20583,20583,37,238,1,1,1,-95894.6995074159,0.09,153519.23,-37593.949764380704
20584,20584,51,173,1,1,1,14328.56736781003,0.3,91978.54,115805.02468784203
20585,20585,55,169,1,1,1,-56126.19148194412,0.01,28884.6,-40220.96660408812
20586,20586,40,248,1,1,1,52843.00289759874,0.24,32451.08,92250.90878180994
20587,20587,40,243,3,1,3,16123.378077014168,0.13,34713.6,45266.10417186217
20588,20588,39,170,1,2,1,87093.58196098088,0.34,100301.71,208968.88950337132
20589,20589,45,222,3,1,3,25281.994349269346,0.18,121328.98,108724.70083701976
20590,20590,55,222,1,1,1,84816.77520790232,0.05,36520.07,105539.35331267833
